Addr1,Addr2,Addr3,Addr4,Addr5
濮阳,开德府,河北东路,宋朝,
临河,开德府,河北东路,宋朝,
卫南,开德府,河北东路,宋朝,
观城,开德府,河北东路,宋朝,
顿丘,开德府,河北东路,宋朝,
镇宁军节度,开德府,河北东路,宋朝,
大名府,河北东路,宋朝,,
大名,大名府,河北东路,宋朝,
成安,大名府,河北东路,宋朝,
魏郡,大名府,河北东路,宋朝,
瀛州,河北东路,宋朝,,
河间,瀛州,河北东路,宋朝,
景城,瀛州,河北东路,宋朝,
束城,瀛州,河北东路,宋朝,
乐寿,瀛州,河北东路,宋朝,
高阳,瀛州,河北东路,宋朝,
恩州,河北东路,宋朝,,
永清军节度,恩州,河北东路,宋朝,
永静军,河北东路,宋朝,,
东光,永静军,河北东路,宋朝,
阜城,永静军,河北东路,宋朝,
干宁军,河北东路,宋朝,,
干宁,干宁军,河北东路,宋朝,
干宁镇,干宁军,河北东路,宋朝,
信安军,河北东路,宋朝,,
保定军,河北东路,宋朝,,
河北路,宋朝,,,
河北道,宋朝,,,
易州,河北道,宋朝,,
满城,易州,河北道,宋朝,
易水,易州,河北道,宋朝,
容城,易州,河北道,宋朝,
易县,易州,河北道,宋朝,
涞水,易州,河北道,宋朝,
遂城,易州,河北道,宋朝,
京西北路,宋朝,,,
河南府,京西北路,宋朝,,
福昌,河南府,京西北路,宋朝,
王屋,河南府,京西北路,宋朝,
颍阳,河南府,京西北路,宋朝,
洛阳,河南府,京西北路,宋朝,
河南,河南府,京西北路,宋朝,
密县,河南府,京西北路,宋朝,
寿安,河南府,京西北路,宋朝,
偃师,河南府,京西北路,宋朝,
伊阳,河南府,京西北路,宋朝,
缑氏,河南府,京西北路,宋朝,
河清,河南府,京西北路,宋朝,
伊阙,河南府,京西北路,宋朝,
长水,河南府,京西北路,宋朝,
永宁,河南府,京西北路,宋朝,
渑池,河南府,京西北路,宋朝,
新安,河南府,京西北路,宋朝,
颖阳,河南府,京西北路,宋朝,
登封,河南府,京西北路,宋朝,
巩县,河南府,京西北路,宋朝,
永安,河南府,京西北路,宋朝,
许州,京西北路,宋朝,,
阳翟,许州,京西北路,宋朝,
长葛,许州,京西北路,宋朝,
长社,许州,京西北路,宋朝,
郾城,许州,京西北路,宋朝,
郏城,许州,京西北路,宋朝,
许田,许州,京西北路,宋朝,
舞阳,许州,京西北路,宋朝,
临颍,许州,京西北路,宋朝,
临颖,许州,京西北路,宋朝,
孟州,京西北路,宋朝,,
河阳,孟州,京西北路,宋朝,
温县,孟州,京西北路,宋朝,
济源,孟州,京西北路,宋朝,
河阴,孟州,京西北路,宋朝,
河阳三城节度,孟州,京西北路,宋朝,
汜水,孟州,京西北路,宋朝,
王屋,孟州,京西北路,宋朝,
蔡州,京西北路,宋朝,,
淮康军节度,蔡州,京西北路,宋朝,
西平,蔡州,京西北路,宋朝,
真阳,蔡州,京西北路,宋朝,
确山,蔡州,京西北路,宋朝,
郎山,蔡州,京西北路,宋朝,
新息,蔡州,京西北路,宋朝,
遂平,蔡州,京西北路,宋朝,
平舆,蔡州,京西北路,宋朝,
褒信,蔡州,京西北路,宋朝,
新蔡,蔡州,京西北路,宋朝,
上蔡,蔡州,京西北路,宋朝,
汝阳,蔡州,京西北路,宋朝,
淮宁府,京西北路,宋朝,,
镇安军节度,淮宁府,京西北路,宋朝,
顺昌府,京西北路,宋朝,,
顺昌军节度,顺昌府,京西北路,宋朝,
汝州,京西北路,宋朝,,
陆海军节度,汝州,京西北路,宋朝,
龙兴,汝州,京西北路,宋朝,
鲁山,汝州,京西北路,宋朝,
郏城,汝州,京西北路,宋朝,
宝丰,汝州,京西北路,宋朝,
叶县,汝州,京西北路,宋朝,
襄城,汝州,京西北路,宋朝,
梁县,汝州,京西北路,宋朝,
申州,京西北路,宋朝,,
钟山,申州,京西北路,宋朝,
信阳,申州,京西北路,宋朝,
罗山,申州,京西北路,宋朝,
义阳军,京西北路,宋朝,,
信阳军,京西北路,宋朝,,
信阳,信阳军,京西北路,宋朝,
罗山,信阳军,京西北路,宋朝,
颍昌府,京西北路,宋朝,,
忠武军节度,颍昌府,京西北路,宋朝,
郑州,京西北路,宋朝,,
管城,郑州,京西北路,宋朝,
荥阳,郑州,京西北路,宋朝,
荥泽,郑州,京西北路,宋朝,
新郑,郑州,京西北路,宋朝,
密县,郑州,京西北路,宋朝,
原武,郑州,京西北路,宋朝,
奉宁军节度,郑州,京西北路,宋朝,
荣泽,郑州,京西北路,宋朝,
荣阳,郑州,京西北路,宋朝,
滑州,京西北路,宋朝,,
灵河,滑州,京西北路,宋朝,
义成军节度,滑州,京西北路,宋朝,
宣义军节度,滑州,京西北路,宋朝,
义成军节度,滑州,京西北路,宋朝,
昨城,滑州,京西北路,宋朝,
武成军节度,滑州,京西北路,宋朝,
白马,滑州,京西北路,宋朝,
韦城,滑州,京西北路,宋朝,
黎阳,滑州,京西北路,宋朝,
义成军节度,滑州,京西北路,宋朝,
陈州,京西北路,宋朝,,
项城,陈州,京西北路,宋朝,
西华,陈州,京西北路,宋朝,
宛丘,陈州,京西北路,宋朝,
商水,陈州,京西北路,宋朝,
南顿,陈州,京西北路,宋朝,
宛邱,陈州,京西北路,宋朝,
颍州,京西北路,宋朝,,
汝阴,颍州,京西北路,宋朝,
沈丘,颍州,京西北路,宋朝,
颍上,颍州,京西北路,宋朝,
万寿,颍州,京西北路,宋朝,
京西南路,宋朝,,,
襄州,京西南路,宋朝,,
谷城,襄州,京西南路,宋朝,
南漳,襄州,京西南路,宋朝,
光化,襄州,京西南路,宋朝,
乐乡,襄州,京西南路,宋朝,
南漳,襄州,京西南路,宋朝,
中庐,襄州,京西南路,宋朝,
宜城,襄州,京西南路,宋朝,
邓城,襄州,京西南路,宋朝,
襄阳,襄州,京西南路,宋朝,
山南东道节度,襄阳,襄州,京西南路,宋朝
襄阳府,京西南路,宋朝,,
谷城,襄阳府,京西南路,宋朝,
中庐,襄阳府,京西南路,宋朝,
宜城,襄阳府,京西南路,宋朝,
邓城,襄阳府,京西南路,宋朝,
襄阳,襄阳府,京西南路,宋朝,
山南东道节度,襄阳,襄阳府,京西南路,宋朝
邓州,京西南路,宋朝,,
南阳,邓州,京西南路,宋朝,
顺阳,邓州,京西南路,宋朝,
淅川,邓州,京西南路,宋朝,
内乡,邓州,京西南路,宋朝,
穰县,邓州,京西南路,宋朝,
房州,京西南路,宋朝,,
永清,房州,京西南路,宋朝,
上庸,房州,京西南路,宋朝,
保康军节度,房州,京西南路,宋朝,
房陵,房州,京西南路,宋朝,
竹山,房州,京西南路,宋朝,
均州,京西南路,宋朝,,
郧乡,均州,京西南路,宋朝,
武当军节度,均州,京西南路,宋朝,
丰利,均州,京西南路,宋朝,
武当,均州,京西南路,宋朝,
郢州,京西南路,宋朝,,
富水,郢州,京西南路,宋朝,
京山,郢州,京西南路,宋朝,
长寿,郢州,京西南路,宋朝,
唐州,京西南路,宋朝,,
泌阳,唐州,京西南路,宋朝,
湖阳,唐州,京西南路,宋朝,
比阳,唐州,京西南路,宋朝,
桐柏,唐州,京西南路,宋朝,
方城,唐州,京西南路,宋朝,
通化军,京西南路,宋朝,,
枣阳军,京西南路,宋朝,,
枣阳,枣阳军,京西南路,宋朝,
信阳军,京西南路,宋朝,,
信阳,信阳军,京西南路,宋朝,
罗山,信阳军,京西南路,宋朝,
金州,京西南路,宋朝,,
西城,金州,京西南路,宋朝,
石泉,金州,京西南路,宋朝,
汉阴,金州,京西南路,宋朝,
洵阳,金州,京西南路,宋朝,
平利,金州,京西南路,宋朝,
上津,金州,京西南路,宋朝,
昭化军节度,金州,京西南路,宋朝,
淯阳,金州,京西南路,宋朝,
随州,京西南路,宋朝,,
唐城,随州,京西南路,宋朝,
崇信军节度,随州,京西南路,宋朝,
光化,随州,京西南路,宋朝,
应山,随州,京西南路,宋朝,
彭泽,应山,随州,京西南路,宋朝
枣阳,随州,京西南路,宋朝,
随县,随州,京西南路,宋朝,
光化军,京西南路,宋朝,,
干德,光化军,京西南路,宋朝,
光化,光化军,京西南路,宋朝,
襄阳府路,宋朝,,,
襄阳府,襄阳府路,宋朝,,
谷城,襄阳府,襄阳府路,宋朝,
中庐,襄阳府,襄阳府路,宋朝,
宜城,襄阳府,襄阳府路,宋朝,
邓城,襄阳府,襄阳府路,宋朝,
襄阳,襄阳府,襄阳府路,宋朝,
山南东道节度,襄阳,襄阳府,襄阳府路,宋朝
京西路,宋朝,,,
安州,京西路,宋朝,,
孝感,安州,京西路,宋朝,
安陆,安州,京西路,宋朝,
应城,安州,京西路,宋朝,
应山,安州,京西路,宋朝,
彭泽,应山,安州,京西路,宋朝
云梦,安州,京西路,宋朝,
京东西路,宋朝,,,
东平府,京东西路,宋朝,,
天平军节度,东平府,京东西路,宋朝,
宋州,京东西路,宋朝,,
宋城,宋州,京东西路,宋朝,
谷熟,宋州,京东西路,宋朝,
下邑,宋州,京东西路,宋朝,
虞城,宋州,京东西路,宋朝,
宁陵,宋州,京东西路,宋朝,
柘城,宋州,京东西路,宋朝,
楚丘,宋州,京东西路,宋朝,
袭庆府,京东西路,宋朝,,
徐州,京东西路,宋朝,,
武宁军节度,徐州,京东西路,宋朝,
武宁军节度,徐州,京东西路,宋朝,
丰县,徐州,京东西路,宋朝,
滕县,徐州,京东西路,宋朝,
萧县,徐州,京东西路,宋朝,
沛县,徐州,京东西路,宋朝,
彭城,徐州,京东西路,宋朝,
兴仁府,京东西路,宋朝,,
彰信军节度,兴仁府,京东西路,宋朝,
济州,京东西路,宋朝,,
巨野,济州,京东西路,宋朝,
任城,济州,京东西路,宋朝,
金乡,济州,京东西路,宋朝,
郓城,济州,京东西路,宋朝,
单州,京东西路,宋朝,,
单父,单州,京东西路,宋朝,
砀山,单州,京东西路,宋朝,
成武,单州,京东西路,宋朝,
鱼台,单州,京东西路,宋朝,
濮州,京东西路,宋朝,,
鄄城,濮州,京东西路,宋朝,
雷泽,濮州,京东西路,宋朝,
临濮,濮州,京东西路,宋朝,
范县,濮州,京东西路,宋朝,
拱州,京东西路,宋朝,,
太康,拱州,京东西路,宋朝,
宁陵,拱州,京东西路,宋朝,
柘城,拱州,京东西路,宋朝,
楚丘,拱州,京东西路,宋朝,
考城,拱州,京东西路,宋朝,
襄邑,拱州,京东西路,宋朝,
保庆军节度,拱州,京东西路,宋朝,
曹州,京东西路,宋朝,,
宛句,曹州,京东西路,宋朝,
宛亭,曹州,京东西路,宋朝,
乘氏,曹州,京东西路,宋朝,
冤句,曹州,京东西路,宋朝,
南华,曹州,京东西路,宋朝,
定陶,曹州,京东西路,宋朝,
济阴,曹州,京东西路,宋朝,
广济军,京东西路,宋朝,,
定陶,广济军,京东西路,宋朝,
郓州,京东西路,宋朝,,
平阴,郓州,京东西路,宋朝,
寿张,郓州,京东西路,宋朝,
东阿,郓州,京东西路,宋朝,
中都,郓州,京东西路,宋朝,
阳谷,郓州,京东西路,宋朝,
须城,郓州,京东西路,宋朝,
应天府,京东西路,宋朝,,
楚丘,应天府,京东西路,宋朝,
柘城,应天府,京东西路,宋朝,
宁陵,应天府,京东西路,宋朝,
归德军节度,应天府,京东西路,宋朝,
兖州,京东西路,宋朝,,
瑕邱,兖州,京东西路,宋朝,
瑕县,兖州,京东西路,宋朝,
干封,兖州,京东西路,宋朝,
奉符,兖州,京东西路,宋朝,
泗水,兖州,京东西路,宋朝,
龚邱,兖州,京东西路,宋朝,
龚县,兖州,京东西路,宋朝,
曲阜,兖州,京东西路,宋朝,
莱芜,兖州,京东西路,宋朝,
泰宁军节度,兖州,京东西路,宋朝,
仙源,兖州,京东西路,宋朝,
邹县,兖州,京东西路,宋朝,
广济军节度,京东西路,宋朝,,
京东东路,宋朝,,,
青州,京东东路,宋朝,,
平庐军节度,青州,京东东路,宋朝,
寿光,青州,京东东路,宋朝,
北海,青州,京东东路,宋朝,
临淄,青州,京东东路,宋朝,
千乘,青州,京东东路,宋朝,
博兴,青州,京东东路,宋朝,
临朐,青州,京东东路,宋朝,
益都,青州,京东东路,宋朝,
密州,京东东路,宋朝,,
诸城,密州,京东东路,宋朝,
胶西,密州,京东东路,宋朝,
安邱,密州,京东东路,宋朝,
莒县,密州,京东东路,宋朝,
安化军节度,密州,京东东路,宋朝,
胶西,密州,京东东路,宋朝,
高密,密州,京东东路,宋朝,
临海军节度,密州,京东东路,宋朝,
沂州,京东东路,宋朝,,
临沂,沂州,京东东路,宋朝,
承县,沂州,京东东路,宋朝,
沂水,沂州,京东东路,宋朝,
费县,沂州,京东东路,宋朝,
新泰,沂州,京东东路,宋朝,
登州,京东东路,宋朝,,
蓬莱,登州,京东东路,宋朝,
黄县,登州,京东东路,宋朝,
牟平,登州,京东东路,宋朝,
文登,登州,京东东路,宋朝,
莱州,京东东路,宋朝,,
掖县,莱州,京东东路,宋朝,
莱阳,莱州,京东东路,宋朝,
胶水,莱州,京东东路,宋朝,
即墨,莱州,京东东路,宋朝,
潍州,京东东路,宋朝,,
昌邑,潍州,京东东路,宋朝,
昌乐,潍州,京东东路,宋朝,
北海,潍州,京东东路,宋朝,
淄州,京东东路,宋朝,,
淄川,淄州,京东东路,宋朝,
长山,淄州,京东东路,宋朝,
邹平,淄州,京东东路,宋朝,
高苑,淄州,京东东路,宋朝,
淮阳军,京东东路,宋朝,,
下邳,淮阳军,京东东路,宋朝,
宿迁,淮阳军,京东东路,宋朝,
济南府,京东东路,宋朝,,
兴德军节度,济南府,京东东路,宋朝,
兴国军节度,济南府,京东东路,宋朝,
宣化军,京东东路,宋朝,,
高苑,宣化军,京东东路,宋朝,
清平军,京东东路,宋朝,,
章邱,清平军,京东东路,宋朝,
齐州,京东东路,宋朝,,
历城,齐州,京东东路,宋朝,
禹城,齐州,京东东路,宋朝,
长清,齐州,京东东路,宋朝,
临邑,齐州,京东东路,宋朝,
临济,齐州,京东东路,宋朝,
章邱,齐州,京东东路,宋朝,
章丘,齐州,京东东路,宋朝,
京东路,宋朝,,,
开封府,宋朝,,,
阳武,开封府,宋朝,,
酸枣,开封府,宋朝,,
鄢陵,开封府,宋朝,,
祥符,开封府,宋朝,,
东明,开封府,宋朝,,
扶沟,开封府,宋朝,,
延津,开封府,宋朝,,
尉氏,开封府,宋朝,,
封丘,开封府,宋朝,,
咸平,开封府,宋朝,,
中牟,开封府,宋朝,,
雍丘,开封府,宋朝,,
陈留,开封府,宋朝,,
开封,开封府,宋朝,,
长垣,开封府,宋朝,,
韦城,开封府,宋朝,,
襄邑,开封府,宋朝,,
考城,开封府,宋朝,,
管城,开封府,宋朝,,
白马,开封府,宋朝,,
昨城,开封府,宋朝,,
新郑,开封府,宋朝,,
太康,开封府,宋朝,,
雍邱,开封府,宋朝,,
浚仪,开封府,宋朝,,
京畿路,宋朝,,,
陈州,京畿路,宋朝,,
项城,陈州,京畿路,宋朝,
西华,陈州,京畿路,宋朝,
宛丘,陈州,京畿路,宋朝,
商水,陈州,京畿路,宋朝,
南顿,陈州,京畿路,宋朝,
宛邱,陈州,京畿路,宋朝,
郑州,京畿路,宋朝,,
管城,郑州,京畿路,宋朝,
荥阳,郑州,京畿路,宋朝,
荥泽,郑州,京畿路,宋朝,
新郑,郑州,京畿路,宋朝,
密县,郑州,京畿路,宋朝,
原武,郑州,京畿路,宋朝,
奉宁军节度,郑州,京畿路,宋朝,
荣泽,郑州,京畿路,宋朝,
荣阳,郑州,京畿路,宋朝,
颍昌府,京畿路,宋朝,,
忠武军节度,颍昌府,京畿路,宋朝,
曹州,京畿路,宋朝,,
宛句,曹州,京畿路,宋朝,
宛亭,曹州,京畿路,宋朝,
乘氏,曹州,京畿路,宋朝,
冤句,曹州,京畿路,宋朝,
南华,曹州,京畿路,宋朝,
定陶,曹州,京畿路,宋朝,
济阴,曹州,京畿路,宋朝,
开德府,京畿路,宋朝,,
南乐,开德府,京畿路,宋朝,
朝城,开德府,京畿路,宋朝,
清丰,开德府,京畿路,宋朝,
濮阳,开德府,京畿路,宋朝,
临河,开德府,京畿路,宋朝,
卫南,开德府,京畿路,宋朝,
观城,开德府,京畿路,宋朝,
顿丘,开德府,京畿路,宋朝,
镇宁军节度,开德府,京畿路,宋朝,
拱州,京畿路,宋朝,,
太康,拱州,京畿路,宋朝,
宁陵,拱州,京畿路,宋朝,
柘城,拱州,京畿路,宋朝,
楚丘,拱州,京畿路,宋朝,
考城,拱州,京畿路,宋朝,
襄邑,拱州,京畿路,宋朝,
保庆军节度,拱州,京畿路,宋朝,
许州,京畿路,宋朝,,
阳翟,许州,京畿路,宋朝,
长葛,许州,京畿路,宋朝,
长社,许州,京畿路,宋朝,
郾城,许州,京畿路,宋朝,
郏城,许州,京畿路,宋朝,
许田,许州,京畿路,宋朝,
舞阳,许州,京畿路,宋朝,
临颍,许州,京畿路,宋朝,
临颖,许州,京畿路,宋朝,
澶州,京畿路,宋朝,,
朝城,澶州,京畿路,宋朝,
南乐,澶州,京畿路,宋朝,
清丰,澶州,京畿路,宋朝,
濮阳,澶州,京畿路,宋朝,
临河,澶州,京畿路,宋朝,
卫南,澶州,京畿路,宋朝,
观城,澶州,京畿路,宋朝,
开封府,京畿路,宋朝,,
阳武,开封府,京畿路,宋朝,
酸枣,开封府,京畿路,宋朝,
鄢陵,开封府,京畿路,宋朝,
祥符,开封府,京畿路,宋朝,
东明,开封府,京畿路,宋朝,
扶沟,开封府,京畿路,宋朝,
延津,开封府,京畿路,宋朝,
尉氏,开封府,京畿路,宋朝,
封丘,开封府,京畿路,宋朝,
咸平,开封府,京畿路,宋朝,
中牟,开封府,京畿路,宋朝,
雍丘,开封府,京畿路,宋朝,
陈留,开封府,京畿路,宋朝,
开封,开封府,京畿路,宋朝,
长垣,开封府,京畿路,宋朝,
韦城,开封府,京畿路,宋朝,
襄邑,开封府,京畿路,宋朝,
考城,开封府,京畿路,宋朝,
管城,开封府,京畿路,宋朝,
白马,开封府,京畿路,宋朝,
昨城,开封府,京畿路,宋朝,
新郑,开封府,京畿路,宋朝,
太康,开封府,京畿路,宋朝,
雍邱,开封府,京畿路,宋朝,
浚仪,开封府,京畿路,宋朝,
四川,宋朝,,,
湖广,宋朝,,,
两浙东北路,宋朝,,,
大名府路,宋朝,,,
天雄军节度,大名府路,宋朝,,
高阳关路,宋朝,,,
真定府路,宋朝,,,
定州路,宋朝,,,
宋代封国封郡,宋朝,,,
唐国,宋代封国封郡,宋朝,,
澶国,宋代封国封郡,宋朝,,
康国,宋代封国封郡,宋朝,,
成国,宋代封国封郡,宋朝,,
忠国,宋代封国封郡,宋朝,,
滕国,宋代封国封郡,宋朝,,
蔡国,宋代封国封郡,宋朝,,
宣国,宋代封国封郡,宋朝,,
袁国,宋代封国封郡,宋朝,,
郑国,宋代封国封郡,宋朝,,
许国,宋代封国封郡,宋朝,,
嘉国,宋代封国封郡,宋朝,,
舒国,宋代封国封郡,宋朝,,
襄国,宋代封国封郡,宋朝,,
吴国,宋代封国封郡,宋朝,,
楚国,宋代封国封郡,宋朝,,
益国,宋代封国封郡,宋朝,,
广国,宋代封国封郡,宋朝,,
祁国,宋代封国封郡,宋朝,,
莒国,宋代封国封郡,宋朝,,
吉国,宋代封国封郡,宋朝,,
申国,宋代封国封郡,宋朝,,
秦国,宋代封国封郡,宋朝,,
荣国,宋代封国封郡,宋朝,,
越国,宋代封国封郡,宋朝,,
温国,宋代封国封郡,宋朝,,
荆国,宋代封国封郡,宋朝,,
福国,宋代封国封郡,宋朝,,
潞国,宋代封国封郡,宋朝,,
信国,宋代封国封郡,宋朝,,
惠国,宋代封国封郡,宋朝,,
齐国,宋代封国封郡,宋朝,,
卫国,宋代封国封郡,宋朝,,
周国,宋代封国封郡,宋朝,,
沂国,宋代封国封郡,宋朝,,
蜀国,宋代封国封郡,宋朝,,
魏国,宋代封国封郡,宋朝,,
兖国,宋代封国封郡,宋朝,,
汉国,宋代封国封郡,宋朝,,
岐国,宋代封国封郡,宋朝,,
冀国,宋代封国封郡,宋朝,,
鲁国,宋代封国封郡,宋朝,,
韩国,宋代封国封郡,宋朝,,
英国,宋代封国封郡,宋朝,,
莱国,宋代封国封郡,宋朝,,
燕国,宋代封国封郡,宋朝,,
晋国,宋代封国封郡,宋朝,,
崇国,宋代封国封郡,宋朝,,
永国,宋代封国封郡,宋朝,,
均国,宋代封国封郡,宋朝,,
庆国,宋代封国封郡,宋朝,,
相国,宋代封国封郡,宋朝,,
镇国,宋代封国封郡,宋朝,,
陈国,宋代封国封郡,宋朝,,
郇国,宋代封国封郡,宋朝,,
邓国,宋代封国封郡,宋朝,,
谯国,宋代封国封郡,宋朝,,
郓国,宋代封国封郡,宋朝,,
代国,宋代封国封郡,宋朝,,
仪国,宋代封国封郡,宋朝,,
光国,宋代封国封郡,宋朝,,
和国,宋代封国封郡,宋朝,,
商国,宋代封国封郡,宋朝,,
寿国,宋代封国封郡,宋朝,,
夏国,宋代封国封郡,宋朝,,
婺国,宋代封国封郡,宋朝,,
定国,宋代封国封郡,宋朝,,
密国,宋代封国封郡,宋朝,,
封国,宋代封国封郡,宋朝,,
尹国,宋代封国封郡,宋朝,,
建国,宋代封国封郡,宋朝,,
徐国,宋代封国封郡,宋朝,,
循国,宋代封国封郡,宋朝,,
房国,宋代封国封郡,宋朝,,
扬国,宋代封国封郡,宋朝,,
昌国,宋代封国封郡,宋朝,,
景国,宋代封国封郡,宋朝,,
曹国,宋代封国封郡,宋朝,,
杞国,宋代封国封郡,宋朝,,
梁国,宋代封国封郡,宋朝,,
求国,宋代封国封郡,宋朝,,
沛国,宋代封国封郡,宋朝,,
洋国,宋代封国封郡,宋朝,,
洛国,宋代封国封郡,宋朝,,
泾国,宋代封国封郡,宋朝,,
淑国,宋代封国封郡,宋朝,,
颍国,宋代封国封郡,宋朝,,
润国,宋代封国封郡,宋朝,,
潭国,宋代封国封郡,宋朝,,
济国,宋代封国封郡,宋朝,,
濮国,宋代封国封郡,宋朝,,
瀛国,宋代封国封郡,宋朝,,
祈国,宋代封国封郡,宋朝,,
秀国,宋代封国封郡,宋朝,,
义国,宋代封国封郡,宋朝,,
翼国,宋代封国封郡,宋朝,,
茂国,宋代封国封郡,宋朝,,
华国,宋代封国封郡,宋朝,,
蒋国,宋代封国封郡,宋朝,,
萧国,宋代封国封郡,宋朝,,
虢国,宋代封国封郡,宋朝,,
褒国,宋代封国封郡,宋朝,,
丰国,宋代封国封郡,宋朝,,
贺国,宋代封国封郡,宋朝,,
资国,宋代封国封郡,宋朝,,
通国,宋代封国封郡,宋朝,,
遂国,宋代封国封郡,宋朝,,
邠国,宋代封国封郡,宋朝,,
邢国,宋代封国封郡,宋朝,,
郢国,宋代封国封郡,宋朝,,
鄂国,宋代封国封郡,宋朝,,
鄠国,宋代封国封郡,宋朝,,
雍国,宋代封国封郡,宋朝,,
霍国,宋代封国封郡,宋朝,,
韶国,宋代封国封郡,宋朝,,
顺国,宋代封国封郡,宋朝,,
安国,宋代封国封郡,宋朝,,
涪国,宋代封国封郡,宋朝,,
淄国,宋代封国封郡,宋朝,,
简国,宋代封国封郡,宋朝,,
莘国,宋代封国封郡,宋朝,,
邕国,宋代封国封郡,宋朝,,
郯国,宋代封国封郡,宋朝,,
周汉国,宋代封国封郡,宋朝,,
周晋国,宋代封国封郡,宋朝,,
思国,宋代封国封郡,宋朝,,
恭国,宋代封国封郡,宋朝,,
怀国,宋代封国封郡,宋朝,,
杨国,宋代封国封郡,宋朝,,
文安郡,宋代封国封郡,宋朝,,
琅琊郡,宋代封国封郡,宋朝,,
太原郡,宋代封国封郡,宋朝,,
长清郡,宋代封国封郡,宋朝,,
平原郡,宋代封国封郡,宋朝,,
京兆郡,宋代封国封郡,宋朝,,
东海郡,宋代封国封郡,宋朝,,
长沙郡,宋代封国封郡,宋朝,,
永嘉郡,宋代封国封郡,宋朝,,
河内郡,宋代封国封郡,宋朝,,
新安郡,宋代封国封郡,宋朝,,
陇西郡,宋代封国封郡,宋朝,,
南平郡,宋代封国封郡,宋朝,,
交趾郡,宋代封国封郡,宋朝,,
建安郡,宋代封国封郡,宋朝,,
永安郡,宋代封国封郡,宋朝,,
大宁郡,宋代封国封郡,宋朝,,
东莱郡,宋代封国封郡,宋朝,,
奉化郡,宋代封国封郡,宋朝,,
长乐郡,宋代封国封郡,宋朝,,
汉东郡,宋代封国封郡,宋朝,,
信安郡,宋代封国封郡,宋朝,,
平乐郡,宋代封国封郡,宋朝,,
寿春郡,宋代封国封郡,宋朝,,
武阳郡,宋代封国封郡,宋朝,,
河南郡,宋代封国封郡,宋朝,,
江陵郡,宋代封国封郡,宋朝,,
清河郡,宋代封国封郡,宋朝,,
陈留郡,宋代封国封郡,宋朝,,
怀德郡,宋代封国封郡,宋朝,,
普安郡,宋代封国封郡,宋朝,,
齐安郡,宋代封国封郡,宋朝,,
吴兴郡,宋代封国封郡,宋朝,,
嘉兴郡,宋代封国封郡,宋朝,,
昌元郡,宋代封国封郡,宋朝,,
德阳郡,宋代封国封郡,宋朝,,
博平郡,宋代封国封郡,宋朝,,
济阳郡,宋代封国封郡,宋朝,,
乐安郡,宋代封国封郡,宋朝,,
江夏郡,宋代封国封郡,宋朝,,
巨鹿郡,宋代封国封郡,宋朝,,
恩平郡,宋代封国封郡,宋朝,,
新兴郡,宋代封国封郡,宋朝,,
永宁郡,宋代封国封郡,宋朝,,
安定郡,宋代封国封郡,宋朝,,
金乡郡,宋代封国封郡,宋朝,,
安康郡,宋代封国封郡,宋朝,,
兴平郡,宋代封国封郡,宋朝,,
吴郡,宋代封国封郡,宋朝,,
上谷郡,宋代封国封郡,宋朝,,
上饶郡,宋代封国封郡,宋朝,,
丹阳郡,宋代封国封郡,宋朝,,
仁寿郡,宋代封国封郡,宋朝,,
信都郡,宋代封国封郡,宋朝,,
北海郡,宋代封国封郡,宋朝,,
南康郡,宋代封国封郡,宋朝,,
南海郡,宋代封国封郡,宋朝,,
南阳郡,宋代封国封郡,宋朝,,
博陵郡,宋代封国封郡,宋朝,,
原武郡,宋代封国封郡,宋朝,,
合沙郡,宋代封国封郡,宋朝,,
同安郡,宋代封国封郡,宋朝,,
吴国郡,宋代封国封郡,宋朝,,
和政郡,宋代封国封郡,宋朝,,
和义郡,宋代封国封郡,宋朝,,
咸安郡,宋代封国封郡,宋朝,,
咸宁郡,宋代封国封郡,宋朝,,
咸义郡,宋代封国封郡,宋朝,,
寿沙郡,宋代封国封郡,宋朝,,
天水郡,宋代封国封郡,宋朝,,
太宁郡,宋代封国封郡,宋朝,,
太山郡,宋代封国封郡,宋朝,,
始平郡,宋代封国封郡,宋朝,,
安化郡,宋代封国封郡,宋朝,,
安唐郡,宋代封国封郡,宋朝,,
安乐郡,宋代封国封郡,宋朝,,
定襄郡,宋代封国封郡,宋朝,,
宜春郡,宋代封国封郡,宋朝,,
宣城郡,宋代封国封郡,宋朝,,
封鲁郡,宋代封国封郡,宋朝,,
崇德郡,宋代封国封郡,宋朝,,
常山郡,宋代封国封郡,宋朝,,
平昌郡,宋代封国封郡,宋朝,,
平阳郡,宋代封国封郡,宋朝,,
广平郡,宋代封国封郡,宋朝,,
广陵郡,宋代封国封郡,宋朝,,
广阳郡,宋代封国封郡,宋朝,,
庐陵郡,宋代封国封郡,宋朝,,
延安郡,宋代封国封郡,宋朝,,
彭城郡,宋代封国封郡,宋朝,,
房陵郡,宋代封国封郡,宋朝,,
新平郡,宋代封国封郡,宋朝,,
昌化郡,宋代封国封郡,宋朝,,
晋康郡,宋代封国封郡,宋朝,,
普宁郡,宋代封国封郡,宋朝,,
景安郡,宋代封国封郡,宋朝,,
会稽郡,宋代封国封郡,宋朝,,
东平郡,宋代封国封郡,宋朝,,
东阳郡,宋代封国封郡,宋朝,,
乐平郡,宋代封国封郡,宋朝,,
乐陵郡,宋代封国封郡,宋朝,,
